,B2,B4,Turn,Unit,er_label_1,ee_label_1,er_label_2,ee_label_2,neg,neu,pos
9573,20180717-200206_41_live,1,3,I have donated 15 years of my life to charity,,neutral-to-inquiry,,,0,0.741,0.259
9574,20180717-200206_41_live,0,4,"I'm not asking you to donate years of your life, just a couple of cents if possible, is that something you could possibly do tonight?",foot-in-the-door,,,,0,1,0
9575,20180717-200206_41_live,1,4,No thank you,,disagree-donation,,,0.386,0.175,0.439
9576,20180717-200206_41_live,0,5,"You're probably on a computer right now, so you probably have quite a bit of money yourself, don't you think you could spare maybe 25 cents for some needy children around the world?",foot-in-the-door,,,,0.074,0.926,0
9577,20180717-200206_41_live,1,5,No thank you,,disagree-donation,,,0.386,0.175,0.439
9578,20180717-200206_41_live,0,6,Do you have children yourself?,personal-related-inquiry,,,,0,1,0
9579,20180717-200206_41_live,0,6,"What if your children were in a position these kids are in, wouldn't you want someone to help them?",personal-related-inquiry,,,,0.061,0.803,0.136
9580,20180717-200206_41_live,1,6,Where are those childrens parent?,,negative-reaction-to-donation,,,0,1,0
9581,20180717-200206_41_live,0,7,"If only they had parental support, but in war-torn countries like Syria their parents are being killed in wars or are fighting for their country, they have no help and that's why they need your support, please find it in your heart to just give a little bit tonight, that's all I'm asking.",emotion-appeal,,foot-in-the-door,,0.228,0.571,0.201
9582,20180717-200206_41_live,1,7,My small change won't do a thing for those kids.,,negative-reaction-to-donation,,,0,1,0
9583,20180717-200206_41_live,1,7,What they need is to be extracted from those countries so that they can have a better life not 0.25,,negative-reaction-to-donation,,,0,0.861,0.139
9584,20180717-200206_41_live,0,8,"Well with our current president it's not likely they're going to be brought the US, so they need any help they can get, and 25 cents might not seem like a lot, but if 10000 people donated 25 cents then the impact will be huge.",foot-in-the-door,,,,0.032,0.835,0.133
9585,20180717-200206_41_live,0,8,"I understand it may not seem like a lot, but it can really make a difference",foot-in-the-door,,,,0.115,0.885,0
9586,20180717-200206_41_live,0,8,"You can donate some or all of your payment from this task to Save the Children, i'd really appreciate it if you did, but I understand if you still don't want to",donation-information,,praise-user,,0.04,0.838,0.123
9587,20180717-200206_41_live,0,8,What do you say?,other,,,,0,1,0
9588,20180717-200206_41_live,1,8,"If it makes you happy, go ahead and take .50",,agree-donation,,,0,0.709,0.291
9589,20180717-200206_41_live,0,9,"Oh thank you so much, you have no idea how much that .50 will mean to those children, thank you very much and have a wonderful night you blessed soul.",thank,,,,0.057,0.619,0.325
9590,20180717-200206_41_live,1,9,No problem have a good night,,closing,,,0.5,0.204,0.296
9591,20180719-175233_833_live,0,0,Hey there,greeting,,,,0,1,0
9592,20180719-175233_833_live,1,0,Hey how's it going?,,greeting,,,0,1,0
9593,20180719-175233_833_live,1,0,So children's charity then...,,other,,,0,0.494,0.506
9594,20180719-175233_833_live,0,1,Yep.,acknowledgement,,,,0,0,1
9595,20180719-175233_833_live,0,1,Do you happen to be a parent?,personal-related-inquiry,,,,0,1,0
9596,20180719-175233_833_live,1,1,"No, not currently.",,negative-to-inquiry,,,0.524,0.476,0
9597,20180719-175233_833_live,1,1,Although obviously I think those charities are important and relevant even to me,,positive-reaction-to-donation,,,0,0.667,0.333
9598,20180719-175233_833_live,0,2,How are they relevant to you?,personal-related-inquiry,,,,0,1,0
9599,20180719-175233_833_live,0,2,"I would like to find out, so I can tailor the information to you.",personal-related-inquiry,,,,0,0.815,0.185
9600,20180719-175233_833_live,1,2,"I have a lot of nieces and nephews and have worked with children in the past so I have a good amount of experience with them, from all shapes and sizes",,positive-reaction-to-donation,,,0,0.891,0.109
9601,20180719-175233_833_live,0,3,Have you ever worked with children with were born to poorer families?,personal-related-inquiry,,,,0.185,0.815,0
9602,20180719-175233_833_live,1,3,Yes I have.,,positive-to-inquiry,,,0,0.27,0.73
9603,20180719-175233_833_live,1,3,I dealt with that more when I was working.,,neutral-to-inquiry,,,0,1,0
9604,20180719-175233_833_live,1,3,It was a poorer sector of the city so we saw a lot of poorer families,,positive-to-inquiry,,,0.294,0.706,0
9605,20180719-175233_833_live,0,4,You sound like someone who would really appreciate what Save the Children does.,praise-user,,,,0,0.528,0.472
9606,20180719-175233_833_live,1,4,Yeah?,,other,,,0,0,1
9607,20180719-175233_833_live,1,4,I would think so?,,other,,,0,1,0
9608,20180719-175233_833_live,1,4,"I feel like I\'ve heard of it, but don\'t know a lot about it.",,negative-to-inquiry,,,0,0.863,0.137
9609,20180719-175233_833_live,1,4,"But I""m always willing to help!",,positive-reaction-to-donation,,,0,0.565,0.435
9610,20180719-175233_833_live,0,5,We definitely need more people like you in the world.,praise-user,,,,0,0.594,0.406
9611,20180719-175233_833_live,1,5,"Thanks, I don't consider myself that great, but any little difference i can make makes me feel good about myself",,positive-reaction-to-donation,,,0,0.642,0.358
9612,20180719-175233_833_live,0,6,Every little thing does make a difference.,logical-appeal,,,,0,1,0
9613,20180719-175233_833_live,0,6,Have you heard of the separation of kids from their parents at the Mexico-US border lately?,logical-appeal,,,,0,1,0
9614,20180719-175233_833_live,1,6,"Yeah I have, what an awful situation that is.",,positive-to-inquiry,,,0.268,0.536,0.196
9615,20180719-175233_833_live,1,6,I've seen videos that were so heartbreaking,,neutral-to-inquiry,,,0.392,0.608,0
9616,20180719-175233_833_live,0,7,Yea.,acknowledgement,,,,0,1,0
9617,20180719-175233_833_live,0,7,We are actually involved in that as well and helping to reunite the kids with their families.,credibility-appeal,,,,0,0.777,0.223
9618,20180719-175233_833_live,1,7,Oh really?,,other,,,0,1,0
9619,20180719-175233_833_live,1,7,Nice!,,acknowledgement,,,0,0,1
9620,20180719-175233_833_live,1,7,What can we do to help?,,task-related-inquiry,,,0,0.649,0.351
9621,20180719-175233_833_live,0,8,Would you like to help by donating?,proposition-of-donation,,,,0,0.49,0.51
9622,20180719-175233_833_live,1,8,"Sure, what amount is a smaller pledge?",,agree-donation,,,0,0.685,0.315
9623,20180719-175233_833_live,0,9,Even a couple of cents.,foot-in-the-door,,,,0,1,0
9624,20180719-175233_833_live,0,9,Whatever you can afford.,foot-in-the-door,,,,0,1,0
9625,20180719-175233_833_live,1,9,"Yeah, I can do that.",,agree-donation,,,0,0.577,0.423
9626,20180719-175233_833_live,1,9,A dollar?,,provide-donation-amount,,,0,1,0
9627,20180719-182453_233_live,0,0,Hello!,greeting,,,,0,1,0
9628,20180719-182453_233_live,1,0,Hey,,greeting,,,0,1,0
9629,20180719-182453_233_live,0,1,"So, are you interested in charities that help save the children?",source-related-inquiry,,,,0,0.367,0.633
9630,20180719-182453_233_live,1,1,Which children?,,ask-org-info,,,0,1,0
9631,20180719-182453_233_live,0,2,What does the charity do exactly?,task-related-inquiry,,,,0,0.641,0.359
9632,20180719-182453_233_live,0,2,"Instead of the typical charities that help children in a far away land, we here use state of the art location technology to help children in need right in your own community so you can see your money at work personally",credibility-appeal,,,,0,0.811,0.189
9633,20180719-182453_233_live,1,2,What would my money do exactly,,ask-org-info,,,0,1,0
9634,20180719-182453_233_live,0,3,It would go to the three most important things that a child need.,credibility-appeal,,,,0,0.84,0.16
9635,20180719-182453_233_live,0,3,"Food, shelter, and education.",credibility-appeal,,,,0,1,0
9636,20180719-182453_233_live,0,3,The majority of your donation would go towards education as that is often the most difficult to provide for the children,credibility-appeal,,,,0.123,0.877,0
9637,20180719-182453_233_live,1,3,How would I know that the money is actually being used to help children and not just pocketed by the people that run the c harity,,ask-org-info,,,0,0.895,0.105
9638,20180719-182453_233_live,0,4,"We are completely transparent with our records, when you donate you will be given an account so you can track where every bit of your money goes, from your account all the way to the community.",credibility-appeal,,,,0,1,0
9639,20180719-182453_233_live,1,4,"Okay, that sounds reasonable",,positive-reaction-to-donation,,,0,0.612,0.388
9640,20180719-182453_233_live,0,5,"We appreciate your willingness to donate to this local cause, how much of a gratuity will you be offering today?",proposition-of-donation,,,,0,0.78,0.22
9641,20180719-182453_233_live,1,5,I'll donate $10,,provide-donation-amount,,,0,1,0
9642,20180719-182453_233_live,0,6,"Perfect, we will be sending over an email to setup your account info so you can track it and make any future donations if you desire.",donation-information,,,,0,0.789,0.211
9643,20180719-182453_233_live,0,6,Thank you and have a nice day,thank,,,,0,0.43,0.57
9644,20180719-182453_233_live,1,6,Good luck with your charity,,closing,,,0,0.187,0.813
9645,20180719-182453_233_live,0,7,Need a couple more chat turns,off-task,,,,0,1,0
9646,20180719-182453_233_live,1,7,Yeah lol,,off-task,,,0,0,1
9647,20180719-182453_233_live,0,8,And another :D,off-task,,,,0,0.332,0.668
9648,20180719-182453_233_live,1,8,I have to make it more than 3 words,,off-task,,,0,1,0
9649,20180719-182453_233_live,0,9,"This should be the last one, adios o7",off-task,,,,0,1,0
9650,20180719-182453_233_live,1,9,Yeah hopefully,,off-task,,,0,0,1
9651,20180723-034654_121_live,0,0,"Hello, how ware you today?",greeting,,,,0,1,0
9652,20180723-034654_121_live,1,0,"Hello, I'm alright.",,greeting,,,0,0.5,0.5
9653,20180723-034654_121_live,0,1,Do you consider yourself someone that wants to make a change in the world?,personal-related-inquiry,,,,0,1,0
9654,20180723-034654_121_live,1,1,Yes somewhat.,,positive-to-inquiry,,,0,0.27,0.73
9655,20180723-034654_121_live,1,1,With e environment and food system.,,other,,,0,1,0
9656,20180723-034654_121_live,1,1,What do you think of children's charities?,,task-related-inquiry,,,0,0.652,0.348
9657,20180723-034654_121_live,0,2,I think some are good but i've been donating to Save the Children (foundation).,self-modeling,,,,0,0.638,0.362
9658,20180723-034654_121_live,0,2,Have you ever heard of them?,source-related-inquiry,,,,0,1,0
9659,20180723-034654_121_live,1,2,I think I have.,,positive-to-inquiry,,,0,1,0
9660,20180723-034654_121_live,1,2,I've heard of Red Cross,,other,,,0,1,0
9661,20180723-034654_121_live,0,3,It is similar in which all funds donated are used to help kids in need.,credibility-appeal,,,,0,0.838,0.162
9662,20180723-034654_121_live,1,3,That's nice.,,positive-to-inquiry,,,0,0.263,0.737
9663,20180723-034654_121_live,1,3,How much would you donate if given the chance to help a childrens charity?,,ask-persuader-donation-intention,,,0,0.571,0.429
9664,20180723-034654_121_live,0,4,i'm not sure i already donate my time.,other,,,,0.246,0.754,0
9665,20180723-034654_121_live,1,4,Oh ok.,,acknowledgement,,,0,0.312,0.688
9666,20180723-034654_121_live,1,4,Do you have any other questions?,,task-related-inquiry,,,0,1,0
9667,20180723-034654_121_live,0,5,"yes, have you heard about the crisis in syria?",task-related-inquiry,,,,0.297,0.507,0.196
9668,20180723-034654_121_live,1,5,Is it about the civil war in Syria?,,task-related-inquiry,,,0.358,0.642,0
9669,20180723-034654_121_live,0,6,Children are being hit with bombs they are looking for help in war zones,emotion-appeal,,,,0.21,0.645,0.145
9670,20180723-034654_121_live,1,6,Thats horrible.. Is this recent?,,task-related-inquiry,,,0,1,0
9671,20180723-034654_121_live,1,6,Is America helping?,,task-related-inquiry,,,0,0.476,0.524
9672,20180723-034654_121_live,0,7,not as much as they should.,logical-appeal,,,,0,1,0
9673,20180723-034654_121_live,0,7,Given the chance would you be willing to donate some of your task payment to organizations like save the children?,proposition-of-donation,,,,0,0.688,0.312
9674,20180723-034654_121_live,1,7,Sure.,,agree-donation,,,0,0,1
9675,20180723-034654_121_live,1,7,I would.,,agree-donation,,,0,1,0
9676,20180723-034654_121_live,0,8,"choosing anywhere between $0 and all of your payment, how much would you like to donate?",donation-information,,,,0,0.857,0.143
9677,20180723-034654_121_live,1,8,Ill donate $1,,provide-donation-amount,,,0.583,0.417,0
9678,20180723-034654_121_live,0,9,"Ok, your donation to Save the Children is greatly appreciated!",thank,,,,0,0.43,0.57
9679,20180723-034654_121_live,0,9,"One day at a time, people like you will help make the world a better place.",praise-user,,,,0,0.576,0.424
9680,20180723-034654_121_live,1,9,Yes they will,,positive-to-inquiry,,,0,0.426,0.574
9681,20180723-034654_121_live,0,10,Have a wonderful day,closing,,,,0,0.351,0.649
9682,20180723-120746_371_live,0,0,Hello would you please donate to help save the children?,proposition-of-donation,,,,0,0.461,0.539
9683,20180723-120746_371_live,1,0,What children organization?,,ask-org-info,,,0,1,0
9684,20180723-120746_371_live,0,1,"This organization is called Save the Children and your donation can help ensure children't rights to health, education, and safety.",credibility-appeal,,,,0,0.586,0.414
9685,20180723-120746_371_live,1,1,How long has this charity been around?,,ask-org-info,,,0,0.649,0.351
9686,20180723-120746_371_live,0,2,We have been around for a long time and have worked hard to ensure that as much of your money as possible goes towards helping the children.,credibility-appeal,,,,0.048,0.788,0.164
9687,20180723-120746_371_live,0,2,The children need your help to ensure that they have a fighting chance at their future.,logical-appeal,,,,0.12,0.529,0.351
9688,20180723-120746_371_live,0,2,You can help care for them medically and ensure they have the education needed to succeed in life.,logical-appeal,,,,0,0.545,0.455
9689,20180723-120746_371_live,1,2,The organization sounds like a good one.,,positive-reaction-to-donation,,,0,0.426,0.574
9690,20180723-120746_371_live,0,3,What is a typical donation?,task-related-inquiry,,,,0,1,0
9691,20180723-120746_371_live,0,3,"Through child sponsorship, you can change a child's life, as well as your own ??Â¸??Â¸ all for about $1 a day.",logical-appeal,,,,0,0.896,0.104
9692,20180723-120746_371_live,0,3,This is the most popular donation.,other,,,,0,0.618,0.382
9693,20180723-120746_371_live,0,3,We also have where you can set up a monthly donation or make a one time donation.,donation-information,,,,0,1,0
9694,20180723-120746_371_live,1,3,I think I would be interested in the child sponsorship.,,agree-donation,,,0,0.722,0.278
9695,20180723-120746_371_live,0,4,That sounds amazing!,praise-user,,,,0,0.328,0.672
9696,20180723-120746_371_live,0,4,You will help make a child's dreams come true!,praise-user,,,,0,0.371,0.629
9697,20180723-120746_371_live,0,4,Would you like to set up a one time donation for $30 or would you prefer to do it monthly? We can accept all major credit cards and Paypal for your convenience.,other,,,,0,0.784,0.216
9698,20180723-120746_371_live,0,4,Which would you prefer?,other,,,,0,1,0
9699,20180723-120746_371_live,1,4,A one time donation would be best.,,other,,,0,0.543,0.457
9700,20180723-120746_371_live,0,5,We appreciate your help in Saving the Children!,thank,,,,0,0.513,0.487
9701,20180723-120746_371_live,0,5,How would you like to make payment for this donation?,other,,,,0,0.783,0.217
9702,20180723-120746_371_live,0,5,We can accept all major credit cards and Paypal for your convenience.,other,,,,0,0.658,0.342
9703,20180723-120746_371_live,1,5,Paypal is usually my choice.,,other,,,0,1,0
9704,20180723-120746_371_live,0,6,It is a great choice.,other,,,,0,0.423,0.577
9705,20180723-120746_371_live,0,6,All I need is your Paypal email and I will submit a request for the donation so that all you have to do is accept it.,other,,,,0,0.894,0.106
9706,20180723-120746_371_live,0,6,Does that sound ok to you?,other,,,,0,0.694,0.306
9707,20180723-120746_371_live,1,6,I do have a few questions first.,,task-related-inquiry,,,0,1,0
9708,20180723-120746_371_live,0,7,"Yes, what questions do you have?",task-related-inquiry,,,,0,0.649,0.351
9709,20180723-120746_371_live,1,7,Where is the charity based out of?,,ask-org-info,,,0,0.682,0.318
9710,20180723-120746_371_live,0,8,"Our headquarters is based out of Fairfield, CT and we service children all over the world.",credibility-appeal,,,,0,1,0
9711,20180723-120746_371_live,1,8,"Okay, where are the major areas you serve?",,ask-org-info,,,0,0.787,0.213
9712,20180723-120746_371_live,0,9,We have several programs throughout the US to help children here.,credibility-appeal,,,,0,0.787,0.213
9713,20180723-120746_371_live,0,9,We also over several outreach programs in countries around the world.,credibility-appeal,,,,0,0.826,0.174
9714,20180723-120746_371_live,0,9,Where we serve depends on where the needs are greatest and/or if there are any emergency situations.,credibility-appeal,,,,0.119,0.688,0.193
9715,20180723-120746_371_live,1,9,that sounds great.,,positive-reaction-to-donation,,,0,0.328,0.672
9716,20180723-121545_265_live,0,0,Hey!,greeting,,,,0,1,0
9717,20180723-121545_265_live,1,0,"Hi there, how's it going?",,greeting,,,0,1,0
9718,20180723-121545_265_live,0,1,"So I wanted to explain a little about the Save the Children foundation, and why donating is important..",credibility-appeal,,,,0,0.836,0.164
9719,20180723-121545_265_live,0,1,"It's a non governmental program that promotes the rights of children, and provides relief to these children in developing countries",credibility-appeal,,,,0,0.756,0.244
9720,20180723-121545_265_live,1,1,They sound like an interesting charity.,,positive-reaction-to-donation,,,0,0.273,0.727
9721,20180723-121545_265_live,1,1,How do they go about providing relief to the children?,,ask-org-info,,,0,0.744,0.256
9722,20180723-121545_265_live,0,2,"Well, they provide education, food, and clothing.",credibility-appeal,,,,0,0.741,0.259
9723,20180723-121545_265_live,0,2,"Also, when a child is sick, they sometimes don't have the funds for proper healthcare, so unfortunately they die.",emotion-appeal,,,,0.414,0.586,0
9724,20180723-121545_265_live,0,2,It's really terrible.,emotion-appeal,,,,0.629,0.371,0
9725,20180723-121545_265_live,0,2,"So many children die from hunger, and it's not fair.",emotion-appeal,,,,0.537,0.463,0
9726,20180723-121545_265_live,1,2,Why are you passionate about this particular one?,,task-related-inquiry,,,0,0.673,0.327
9727,20180723-121545_265_live,1,2,There are so many charities that claim to do the same things.,,task-related-inquiry,,,0,0.76,0.24
9728,20180723-121545_265_live,0,3,"It is the worlds first global charity for children, and have credentials to back them up.",credibility-appeal,,,,0,0.843,0.157
9729,20180723-121545_265_live,0,3,Charity watch group gives them the top rating for achieving results.,credibility-appeal,,,,0,0.662,0.338
9730,20180723-121545_265_live,0,3,"The money is truly going to the children, as opposed to the company",credibility-appeal,,,,0,0.805,0.195
9731,20180723-121545_265_live,1,3,You sound very passionate about them.,,other,,,0,0.575,0.425
9732,20180723-121545_265_live,1,3,Ok. I'll believe you.,,neutral-to-inquiry,,,0,0.577,0.423
9733,20180723-121545_265_live,0,4,That's so great.,praise-user,,,,0,0.313,0.687
9734,20180723-121545_265_live,0,4,So will you donate a little of your earnings towards this charity?,proposition-of-donation,,,,0,0.755,0.245
9735,20180723-121545_265_live,1,4,I may be interested.,,agree-donation,,,0,0.426,0.574
9736,20180723-121545_265_live,1,4,What are the amounts to donate?,,ask-donation-procedure,,,0,1,0
9737,20180723-121545_265_live,0,5,Your donation will be directly deducted from your task payment.,donation-information,,,,0,1,0
9738,20180723-121545_265_live,0,5,You can choose any amount from 0 to all of your payment.,donation-information,,,,0,1,0
9739,20180723-121545_265_live,0,5,"I wouldn't suggest all of your payment, but just a small amount would help",foot-in-the-door,,,,0,0.756,0.244
9740,20180723-121545_265_live,1,5,I will donate $0.25,,provide-donation-amount,,,0,1,0
9741,20180723-121545_265_live,0,6,That would be so great.,acknowledgement,,,,0,0.433,0.567
9742,20180723-121545_265_live,0,6,You are extremely generous,praise-user,,,,0,0.455,0.545
9743,20180723-121545_265_live,1,6,I admire your effort reaching to people to help the charity.,,positive-reaction-to-donation,,,0,0.366,0.634
9744,20180723-121545_265_live,0,7,"Yeah, I think helping Children is the most important charity there could be.",credibility-appeal,,,,0,0.455,0.545
9745,20180723-121545_265_live,0,7,"Unfortunately, there are way too many scam companies out there",other,,,,0.433,0.567,0
9746,20180723-121545_265_live,1,7,I'm glad you understand my concern about scams.,,other,,,0.297,0.469,0.234
9747,20180723-121545_265_live,1,7,"By the way, what is their site?",,ask-org-info,,,0,1,0
9748,20180723-121545_265_live,0,8,URL  you can go there to find more information,credibility-appeal,,,,0,1,0
9749,20180723-121545_265_live,1,8,I definitely will check it out.,,acknowledgement,,,0,0.597,0.403
9750,20180723-121545_265_live,1,8,Thank you for the information.,,thank,,,0,0.615,0.385
9751,20180723-121545_265_live,0,9,You're welcome!,you-are-welcome,,,,0,0.233,0.767
9752,20180723-121545_265_live,0,9,Thank you for the donation,thank,,,,0,0.615,0.385
9753,20180723-121545_265_live,1,9,What was life like for you growing up?,,personal-related-inquiry,,,0,0.588,0.412
9754,20180723-121545_265_live,1,9,Is there a reason children in particular are so special to you?,,personal-related-inquiry,,,0,0.741,0.259
9755,20180723-121545_265_live,0,10,"I am a teacher, so I have a lot of compassion",personal-story,,,,0,0.667,0.333
9756,20180808-021732_428_live,0,0,hello,greeting,,,,0,1,0
9757,20180808-021732_428_live,1,0,hello how are oyu,,greeting,,,0,1,0
9758,20180808-021732_428_live,0,1,"I have a special, special request for a special person like you.",other,,,,0,0.321,0.679
9759,20180808-021732_428_live,1,1,ok great i have one for you also.,,other,,,0,0.442,0.558
9760,20180808-021732_428_live,1,1,"i'm sure you love children, right?",,personal-related-inquiry,,,0,0.381,0.619
9761,20180808-021732_428_live,0,2,"Absolutely, and I'm sure you do too.",positive-to-inquiry,,,,0,0.701,0.299
9762,20180808-021732_428_live,1,2,of course or i wouldnt be online!,,other,,,0,1,0
9763,20180808-021732_428_live,1,2,so have you ever considered donating to a charity for kids,,ask-persuader-donation-intention,,,0,0.763,0.237
9764,20180808-021732_428_live,0,3,"I was thinking the same thing, actually.",self-modeling,,,,0,1,0
9765,20180808-021732_428_live,0,3,Have you heard of the group named Save the Children?,source-related-inquiry,,,,0,0.738,0.262
9766,20180808-021732_428_live,1,3,"Oh yes, I have heard that they do very important work!",,positive-to-inquiry,,,0,0.611,0.389
9767,20180808-021732_428_live,0,4,It's so sad that so many children are dying in developing countries and war zones.,emotion-appeal,,,,0.359,0.641,0
9768,20180808-021732_428_live,0,4,It makes me furious.,emotion-appeal,,,,0.552,0.448,0
9769,20180808-021732_428_live,1,4,"Me too, if only we could help!",,positive-reaction-to-donation,,,0,0.667,0.333
9770,20180808-021732_428_live,0,5,"I head of one child who was in the middle of a war-torn city in Syria, who was cut off from food and water, and died.",emotion-appeal,,,,0.206,0.794,0
9771,20180808-021732_428_live,1,5,That is very sad.,,positive-reaction-to-donation,,,0.531,0.469,0
9772,20180808-021732_428_live,1,5,I would like to donate money to a charity to help this cause,,agree-donation,,,0,0.5,0.5
9773,20180808-021732_428_live,0,6,"That's very, very nice of you!",praise-user,,,,0,0.577,0.423
9774,20180808-021732_428_live,0,6,As we need to maximize help I would recommend you donate a maximum amount.,proposition-of-donation,,,,0,0.658,0.342
9775,20180808-021732_428_live,1,6,I think we should donate at least 17 dollars but less than 19 dollars,,provide-donation-amount,,,0,1,0
9776,20180808-021732_428_live,0,7,So you think that you want donate around 18?,confirm-donation,,,,0,0.86,0.14
9777,20180808-021732_428_live,0,7,"That sounds like a generous donation, of course you could do more.",ask-donate-more,,,,0,0.608,0.392
9778,20180808-021732_428_live,1,7,I could maybe do less as well?,,other,,,0,0.733,0.267
9779,20180808-021732_428_live,1,7,How about 15?,,provide-donation-amount,,,0,1,0
9780,20180808-021732_428_live,0,8,"Well, less is okay, but to help the maximum amount of kids then a maximum amount would be good.",other,,,,0,0.577,0.423
9781,20180808-021732_428_live,0,8,I would say 20 dollars.,ask-donate-more,,,,0,1,0
9782,20180808-021732_428_live,0,8,If you can stomach more then go for it!,other,,,,0,1,0
9783,20180808-021732_428_live,1,8,That sounds good.,,acknowledgement,,,0,0.408,0.592
9784,20180808-021732_428_live,1,8,I agree to 20,,provide-donation-amount,,,0,0.444,0.556
9785,20180808-021732_428_live,0,9,That sounds good.,acknowledgement,,,,0,0.408,0.592
9786,20180808-021732_428_live,0,9,This will help many kids!,logical-appeal,,,,0,0.572,0.428
9787,20180808-021732_428_live,0,9,A few bucks goes a long way in these places.,foot-in-the-door,,,,0,1,0
9788,20180808-021732_428_live,1,9,hopefully many more people help out so that they can get food and medicine,,other,,,0,0.679,0.321
9789,20180808-034448_815_live,0,0,Hi there.,greeting,,,,0,1,0
9790,20180808-034448_815_live,0,0,Have you ever thought about who the most vulnerable people are when a natural disaster strikes?,task-related-inquiry,,,,0.394,0.493,0.112
9791,20180808-034448_815_live,0,0,Or when there's political unrest?,task-related-inquiry,,,,0,1,0
9792,20180808-034448_815_live,1,0,That is something I do not think about.,,negative-to-inquiry,,,0,1,0
9793,20180808-034448_815_live,0,1,"Actually, I'm really troubled by the answer.",other,,,,0.354,0.646,0
9794,20180808-034448_815_live,0,1,"In countries like Syria, 1000 children have been killed during the civil war.",emotion-appeal,,,,0.402,0.478,0.12
9795,20180808-034448_815_live,0,1,Isn't that insane?,emotion-appeal,,,,0,0.47,0.53
9796,20180808-034448_815_live,1,1,That is terrible.,,positive-to-inquiry,,,0.608,0.392,0
9797,20180808-034448_815_live,1,1,I wish this wasn't true.,,neutral-to-inquiry,,,0.332,0.284,0.384
9798,20180808-034448_815_live,0,2,Seriously.,acknowledgement,,,,1,0,0
9799,20180808-034448_815_live,0,2,"Adults often can't fend for themselves when there's a crisis, but children are especially vulnerable.",emotion-appeal,,,,0.308,0.692,0
9800,20180808-034448_815_live,0,2,"Do you think that if you could do something to help Syrian children or children in Indonesia, which just experienced an earthquake, you would?.",proposition-of-donation,,,,0,0.895,0.105
9801,20180808-034448_815_live,1,2,"That would be something I would do, yes.",,agree-donation,,,0,0.69,0.31
9802,20180808-034448_815_live,0,3,"Yeah, me too.",self-modeling,,,,0,0.476,0.524
9803,20180808-034448_815_live,0,3,Every day I watch the news and hear about victims all over the world and feel kind of powerless.,emotion-appeal,,,,0.266,0.734,0
9804,20180808-034448_815_live,1,3,You have more power than you realize.,,positive-reaction-to-donation,,,0,1,0
9805,20180808-034448_815_live,0,4,Can you elaborate.,task-related-inquiry,,,,0,1,0
9806,20180808-034448_815_live,0,4,How do you think people like us could help?,task-related-inquiry,,,,0,0.574,0.426
9807,20180808-034448_815_live,1,4,We could either donate money or our time.,,other,,,0,1,0
9808,20180808-034448_815_live,0,5,Absolutely.,acknowledgement,,,,0,1,0
9809,20180808-034448_815_live,0,5,"There are so many charities out there but I\'ve been researching one in particular called ""Save the Children.""",credibility-appeal,,,,0,0.71,0.29
9810,20180808-034448_815_live,0,5,All of the money they collect goes straight to helping children in war torn parts of the world and places that have suffered natural disasters.,credibility-appeal,,,,0.34,0.483,0.177
9811,20180808-034448_815_live,1,5,I will have to take a look at the website.,,positive-reaction-to-donation,,,0,1,0
9812,20180808-034448_815_live,0,6,Is there any information that I could provide you with.,task-related-inquiry,,,,0,1,0
9813,20180808-034448_815_live,0,6,I really believe in this organization and think it's worthwhile.,credibility-appeal,,,,0,0.769,0.231
9814,20180808-034448_815_live,1,6,How long has the organization been around?,,ask-org-info,,,0,1,0
9815,20180808-034448_815_live,0,7,"It's actually been around since 1919, when it was founded by this woman in London right after World War I",credibility-appeal,,,,0.178,0.822,0
9816,20180808-034448_815_live,1,7,What is the womens name that founded it?,,ask-org-info,,,0,1,0
9817,20180808-034448_815_live,0,8,I have to be honest with you.,credibility-appeal,,,,0,0.602,0.398
9818,20180808-034448_815_live,0,8,I'm going to look that up.,credibility-appeal,,,,0,1,0
9819,20180808-034448_815_live,0,8,Her name is Eglantyne Jebb.,credibility-appeal,,,,0,1,0
9820,20180808-034448_815_live,1,8,Who runs the organization now?,,ask-org-info,,,0,1,0
9821,20180808-034448_815_live,0,9,"Well, a woman named Carolyn Miles is the CEO.",credibility-appeal,,,,0,0.769,0.231
9822,20180808-034448_815_live,0,9,Are you familiar with the organization?,source-related-inquiry,,,,0,1,0
9823,20180808-034448_815_live,1,9,"No I am not, but like I said.",,negative-to-inquiry,,,0.516,0.484,0
9824,20180808-034448_815_live,1,9,I will look at it in the future.,,negative-to-inquiry,,,0,1,0
9825,20180808-034448_815_live,0,10,"I know I haven't given you that much info, but do you think you might want to donate part of your proceeds for this task to Save the Children?",proposition-of-donation,,,,0,0.813,0.187
9826,20180808-034448_815_live,0,10,It's a great NGO that is really making a difference in developing countries.,logical-appeal,,,,0,0.709,0.291
9827,20180823-020508_596_live,0,0,Howdy,greeting,,,,0,1,0
9828,20180823-020508_596_live,1,0,Hey how are you today?,,greeting,,,0,1,0
9829,20180823-020508_596_live,0,1,I'm good.,greeting,,,,0,0.256,0.744
9830,20180823-020508_596_live,0,1,You?,greeting,,,,0,1,0
9831,20180823-020508_596_live,1,1,"Good, What do you think is the greatest social issue we are facing right now?",,task-related-inquiry,,,0,0.647,0.353
9832,20180823-020508_596_live,0,2,Violence.,neutral-to-inquiry,,,,1,0,0
9833,20180823-020508_596_live,0,2,Same as at every point in history.,neutral-to-inquiry,,,,0,1,0
